timestamp,open,high,low,close,volume
1636711200000,4619.06,4651.16,4602.0,4615.59,103874.513
1636714800000,4615.59,4642.03,4580.72,4604.55,89052.389
1636718400000,4604.54,4636.9,4560.0,4600.49,132601.911
1636722000000,4600.49,4620.67,4541.11,4608.0,114177.406
1636725600000,4608.17,4623.73,4582.57,4587.51,55863.353
1636729200000,4587.51,4602.89,4555.0,4573.95,75343.456
1636732800000,4573.96,4601.66,4508.0,4573.53,189617.781
1636736400000,4573.52,4621.95,4561.17,4618.17,70631.028
1636740000000,4618.17,4673.15,4614.82,4640.86,98635.123
1636743600000,4640.85,4658.49,4621.95,4654.34,36062.007
1636747200000,4654.35,4682.93,4652.35,4669.99,39049.36
1636750800000,4669.99,4694.69,4650.77,4655.08,36771.838
1636754400000,4655.08,4663.76,4630.0,4642.6,24672.828
1636758000000,4642.6,4685.35,4641.9,4665.99,38668.004
1636761600000,4665.99,4708.0,4665.99,4688.16,48416.338
1636765200000,4688.16,4693.22,4630.0,4631.19,47176.365
1636768800000,4631.18,4650.87,4621.07,4629.87,32178.796
1636772400000,4629.87,4646.24,4627.77,4639.2,19590.678
1636776000000,4639.21,4649.82,4610.89,4621.9,25629.362
1636779600000,4621.9,4634.48,4611.6,4618.41,19302.352
1636783200000,4618.41,4653.09,4617.64,4647.38,22200.208
1636786800000,4647.39,4653.4,4625.0,4646.16,23545.866
1636790400000,4646.15,4648.8,4620.39,4625.49,20518.141
1636794000000,4625.49,4629.8,4585.11,4593.44,38446.956
1636797600000,4593.44,4618.8,4587.0,4614.96,24050.327
1636801200000,4614.95,4619.89,4597.65,4609.8,21761.621
1636804800000,4609.79,4632.71,4598.0,4603.88,32450.742
1636808400000,4603.88,4626.0,4600.39,4617.02,22506.939
1636812000000,4617.01,4700.93,4615.91,4672.82,126022.47
1636815600000,4672.83,4693.71,4665.43,4681.35,42079.581
1636819200000,4681.35,4705.0,4674.47,4677.12,45724.992
1636822800000,4677.13,4689.48,4664.53,4689.46,23090.896
1636826400000,4689.46,4692.0,4646.0,4654.96,57783.645
1636830000000,4654.97,4655.5,4614.62,4645.06,41677.645
1636833600000,4645.06,4664.7,4641.15,4661.59,23801.162
1636837200000,4661.6,4662.69,4642.77,4657.66,14511.285
1636840800000,4657.67,4662.79,4635.59,4639.39,21113.649
1636844400000,4639.39,4660.33,4633.39,4644.42,19163.789
1636848000000,4644.42,4700.0,4638.5,4676.22,62882.234
1636851600000,4676.22,4682.73,4649.86,4662.02,32148.803
1636855200000,4662.03,4668.69,4632.74,4635.95,21875.479
1636858800000,4635.96,4648.0,4620.28,4628.63,31567.152
1636862400000,4628.63,4649.0,4624.86,4633.83,21861.785
1636866000000,4633.82,4647.73,4622.99,4642.78,21649.185
1636869600000,4642.78,4658.85,4633.76,4640.58,28957.335
1636873200000,4640.59,4642.57,4593.81,4599.27,55908.17
1636876800000,4599.28,4609.33,4571.01,4584.61,56881.899
1636880400000,4584.6,4606.0,4567.41,4591.07,33234.045
1636884000000,4591.07,4617.94,4585.51,4607.54,27659.935
1636887600000,4607.54,4615.99,4596.87,4613.31,18290.012
1636891200000,4613.32,4639.45,4592.24,4620.71,45437.811
1636894800000,4620.71,4630.0,4612.92,4614.39,22410.886
1636898400000,4614.38,4614.39,4581.0,4594.38,44600.792
1636902000000,4594.39,4596.25,4575.04,4584.91,27250.24
1636905600000,4584.92,4592.0,4528.03,4540.01,99653.554
1636909200000,4540.0,4567.63,4515.84,4560.38,62923.923
1636912800000,4560.73,4575.34,4532.51,4551.33,42347.759
1636916400000,4551.32,4551.33,4526.0,4549.03,28573.806
1636920000000,4549.03,4563.3,4536.28,4556.03,24473.066
1636923600000,4556.03,4598.0,4544.0,4577.96,50313.802
1636927200000,4577.97,4600.0,4572.2,4576.66,27279.396
1636930800000,4576.66,4635.79,4550.0,4629.44,58967.607
1636934400000,4629.75,4703.26,4629.74,4680.01,125486.518
1636938000000,4680.01,4726.81,4668.19,4719.25,84420.23
1636941600000,4719.25,4727.0,4693.08,4698.5,38956.173
1636945200000,4698.5,4712.8,4691.15,4706.5,23470.892
1636948800000,4706.51,4728.31,4700.0,4707.84,46257.456
1636952400000,4707.83,4717.04,4692.77,4696.02,20831.356
